course_code,course_name,number_of_units,is_offered_in_sem1,is_offered_in_sem1
CS4350,Game Development Project,4,True,False
CS5218,Principles and Practice of Program Analysis,4,False,True
CS5219,Automated Software Validation,4,True,False
CS5222,Advanced Computer Architecture,4,False,True
CS5223,Distributed Systems,4,True,True
CS5224,Cloud Computing,4,False,True
CS5228,Knowledge Discovery and Data Mining,4,True,True
CS5229,Advanced Computer Networks,4,True,False
CS5230,Computational Complexity,4,False,True
CS5231,Systems Security,4,True,False
CS5232,Formal Specification and Design Techniques,4,False,True
CS5233,Simulation and Modelling Techniques,4,False,True
CS5234,Algorithms at Scale,4,True,False
CS5239,Computer System Performance Analysis,4,True,False
CS5240,Theoretical Foundations in MultiMedia,4,True,False
CS5242,Neural Networks and Deep Learning,4,True,True
CS5246,Text Mining,4,False,True
CS5250,Advanced Operating Systems,4,False,True
CS5260,Neural Networks and Deep Learning II,4,False,True
CS5272,Embedded Software Design,4,False,True
CS5321,Network Security,4,False,True
CS5322,Database Security,4,True,False
CS5330,Randomized Algorithms,4,False,True
CS5331,Web Security,4,False,True
CS5332,Biometric Authentication,4,False,True
CS5339,Theory and Algorithms for Machine Learning,4,False,True
CS5340,Uncertainty Modelling in AI,4,True,True
CS5342,Multimedia Computing and Applications,4,False,True
CS5344,Big-Data Analytics Technology,4,True,True
CS5346,Information Visualisation,4,False,True
CS5421,Database Applications Design and Tuning,4,False,True
CS5422,Wireless Networking,4,False,True
CS5424,Distributed Databases,4,True,False
CS5425,Big Data Systems for Data Science,4,True,True
CS5430,Foundations of Modern Cryptography,4,False,True
CS5439,Software Security,4,True,False
CS5446,AI Planning and Decision Making,4,True,True
CS5461,Algorithmic Mechanism Design,4,True,False
CS5469,Fundamentals of Logic in Computer Science,4,False,True
CS5477,3D Computer Vision,4,False,True
CS5478,Intelligent Robots: Algorithms and Systems,4,True,False
CS5562,Trustworthy Machine Learning,4,True,False
CS5647,Sound and Music Computing,4,True,False
CS6101,Exploration of Computer Science Research,4,True,True
CS6203,Advanced Topics in Database Systems,4,True,False
CS6204,Advanced Topics in Networking,4,False,True
CS6206,Advanced Topics in Human-Computer Interaction,4,False,True
CS6207,Advanced Natural Language Processing,4,False,True
CS6208,Advanced Topics in Artificial Intelligence,4,False,True
CS6211,Analytical Performance Modelling for Computer Systems,4,False,True
CS6212,Topics in Media,4,False,True
CS6213,Special Topics in Distributed Computing,4,True,False
CS6215,Advanced Topics in Program Analysis,4,False,True
CS6217,Topics in Prog. Languages & Software Engineering,4,True,False
CS6219,Advanced Topics in Computer Systems,4,True,False
CS6220,Advanced Topics in Data Mining,4,False,True
CS6222,Advanced Topics in Computational Biology,4,True,False
CS6223,Advanced Topics in Software Testing,4,True,False
CS6231,Advanced Topics in Security and Privacy,4,False,True
CS6234,Advanced Algorithms,4,True,False
CS6235,Advanced Topics in Theoretical Computer Science,4,True,True
CS6240,Multimedia Analysis,4,False,True
CS6244,Advanced Topics in Robotics,4,False,True
CSA6101,Cultural Studies Theory and Analysis,4,True,False
CSA6770,Graduate Research Seminar,4,False,True
DAO1704,Decision Analytics using Spreadsheets,4,True,True
DAO1704X,Decision Analytics using Spreadsheets,4,True,True
DAO2702,Programming for Business Analytics,4,True,True
DAO2702X,Programming for Business Analytics,4,True,False
DAO2703,Operations and Technology Management,4,True,True
DBA3701,Introduction to Optimization,4,True,True
DBA3702,Descriptive Analytics with R,4,True,True
DBA3711,Stochastic Models in Management,4,True,True
DBA3713,Analytics for Risk Management,4,True,False
DBA3751,Independent Study in Business Analytics,4,True,False
DBA3803,Predictive Analytics in Business,4,True,True
DBA4711,Applied Analytics,4,False,True
DBA4712,Causal Analytics for Managerial Decisions,4,False,True
DBA4713,Network Analytics with Business Applications,4,True,False
DBA4751,Advanced Independent Study in Business Analytics,4,True,False
DBA4761A,Sem in Analytics: Tidyverse Principles And Tidymodels,4,True,False
DBA4811,Analytical Tools for Consulting,4,False,True
DBA4813,AI Strategies in Business,4,True,False
DBA5101,Analytics in Managerial Economics,4,True,False
DBA5102,Business Analytics Capstone Project,12,True,True
DBA5103,Operations Research and Analytics,4,True,False
DBA5104,Introduction to Network Science & Analytics,4,False,True
DBA5105,"Fintech, Enabling Technologies and Analytics",4,False,True
DBA5106,Foundation in Business Analytics,4,True,False
DBA5107,Data Analytics in Banking,4,False,True
DBA5109,Quantitative Risk Management,4,False,True
DBA5110,Technology Innovation and Entrepreneurship,2,False,True
DE5108,Study Report,6,True,True
DE5109,Dissertation,10,True,True
DEP5101,Urban Analysis Workshop,4,True,False
DEP5101A,Qualitative Methods for Urban Planning,4,True,False
DEP5102,Urban Planning History & Theory,4,False,True
DEP5103,Urban and Regional Planning,8,True,False
DEP5104,Urban and Regional Economics,4,True,False
DEP5105,Urban Infrastructure and Mobility Systems,4,True,False
DEP5106,Integrated Urban Planning Studio,8,False,True
DEP5107,Dissertation,8,False,True
DEP5108,MUP Internship Module,8,True,False
DEP5109,Integrated Planning Project,8,False,True
DEP5110,Urban Design and Planning,8,True,True
DEP5111,Planning Technologies,4,False,True
DEP5112,Planning Policy and Process,4,True,False
DEP5113,Quantitative Methods for Urban Planning,4,False,True
DEP5114,Advanced GIS for Urban Planning,4,True,False
DI5100,Dental Implantology,1,True,True
DI5200,Graduate Diploma in Geriatric Dentistry,0,True,True
DL5102,Digital Agility and Change Leadership,4,True,False
DL5107,Digital Leadership Capstone Project,8,True,True
DL5202,Digital Business Strategy,4,True,False
DL5301,Talent and Leadership Pathways,4,True,False
DL5303,Digital Governance,4,True,False
DMA1401PH,Design Your Own Module,4,True,False
DMB1201ACC,Design Your Own Module,2,False,True
DMB1201BSP,Design Your Own Module,2,True,True
DMB1201DAO,Design Your Own Module,2,False,True
DMB1201DO,Design Your Own Module,2,True,True
DMB1201FIN,Design Your Own Module,2,True,True
DMB1201MKT,Design Your Own Module,2,True,True
DMB1201MNO,Design Your Own Module,2,True,False
DMB1202ACC,Design Your Own Module,2,True,True
DMB1202BSP,Design Your Own Module,2,True,True
DMB1202DAO,Design Your Own Module,2,True,True
DMB1202DO,Design Your Own Module,2,True,False
DMB1202FIN,Design Your Own Module,2,True,True
DMB1202MKT,Design Your Own Module,2,True,True
DMB1202MNO,Design Your Own Module,2,True,True
DMB1203ACC,Design Your Own Module,3,False,True
DMB1203BSP,Design Your Own Module,3,False,True
DMB1203DAO,Design Your Own Module,3,False,True
DMB1203DO,Design Your Own Module,3,False,True
DMB1203FIN,Design Your Own Module,3,False,True
DMB1203MKT,Design Your Own Module,3,False,True
DMB1203MNO,Design Your Own Module,3,False,True
DMB1204ACC,Design Your Own Module,4,False,True
DMB1204BSP,Design Your Own Module,4,False,True
DMB1204DAO,Design Your Own Module,4,False,True
DMB1204DO,Design Your Own Module,4,False,True
DMB1204FIN,Design Your Own Module,4,False,True
DMB1204MKT,Design Your Own Module,4,False,True
DMB1204MNO,Design Your Own Module,4,False,True
DMC1401,Design Your Own Module,4,True,False
DMC1401CS,Design Your Own Module,4,True,False
DMC1401IS,Design Your Own Module,4,True,False
DMR1201GEQA,Design Your Own Module,2,True,False
DMS1401CM,Design Your Own Module,4,True,False
DMS1401SP,Design Your Own Course,4,True,True
DMX1101,DYOM via edX MOOC,1,True,True
DMX1101AI,Design Your Own Module,1,True,True
DMX1101CT,Design Your Own Module,1,True,True
DMX1102,DYOM via edX MOOC,1,True,True
DMX1103,DYOM via edX MOOC,1,True,True
DMX1104,DYOM via edX MOOC,1,True,True
DMX1105,DYOM via edX MOOC,1,True,True
DMX1106,DYOM via edX MOOC,1,True,True
DMX1107,DYOM via edX MOOC,1,True,True
DMX1108,DYOM via edX MOOC,1,True,True
DMX1201,DYOM via edX MOOC,2,True,True
DMX1201AI,Design Your Own Module,2,True,True
DMX1201CT,Design Your Own Module,2,True,True
DMX1202,DYOM via edX MOOC,2,True,True
DMX1203,DYOM via edX MOOC,2,True,True
DMX1204,DYOM via edX MOOC,2,True,True
DMX1301,DYOM via edX MOOC,3,True,True
DMX1301AI,Design Your Own Module,3,True,True
DMX1301CT,Design Your Own Module,3,True,True
DMX1302,DYOM via edX MOOC,3,True,True
DMX1401,DYOM via edX MOOC,4,True,True
DMX1401AI,Design Your Own Module,4,True,True
DMX1401CT,Design Your Own Module,4,True,True
DMX1402,DYOM via edX MOOC,4,True,True
DMX1501,DYOM via edX MOOC,5,True,True
DMX1501AI,DYOM via edX MOOC,5,True,True
DMX1501CT,DYOM via edX MOOC,5,True,True
DMX1601,DYOM via edX MOOC,6,True,True
DMX1701,DYOM via edX MOOC,7,True,True
DMX1801,DYOM via edX MOOC,8,True,True
DMY1201RF,Design Your Own Course,2,True,True
DMY1401EH,Design Your Own Course,4,True,False
DMY1401ELC,Design Your Own Course,4,True,True
DMY1401FA,Design Your Own Course,4,True,True
DMY1401HL,Design Your Own Course,4,True,False
DMY1401LED,Design Your Own Course,4,True,False
DMY1401PGP,Design Your Own Course,4,True,True
DMY1401PSP,Design Your Own Module,4,True,True
DMY1401RF,Design Your Own Course,4,True,True
DMY1401SOG,Design Your Own Course,4,True,True
DMY1401TSG,Design Your Own Course,4,True,False
DMY1401TT,Design Your Own Course,4,True,False
DOS3701,Supply Chain Management,4,True,True
DOS3702,Procurement Management,4,True,True
DOS3703,Service Operations Management,4,True,True
DOS3704,Operations Strategy,4,True,True
DOS3712,Physical Distribution Management,4,True,False
DOS3714,Sustainable Operations Management,4,True,True
DOS3751,Independent Study in Ops & Supply Chain Management,4,True,False
DOS3752,Independent Study in Ops & Supply Chain Management (2 MC),2,True,False
DOS3811,Technology and Business Innovation,4,False,True
DOS4712,Co-ordination and Flexibility in SCM,4,True,False
DOS4714,Service Design,4,False,True
DOS4715,Lean Principles for Operational Excellence,4,True,False
DOS4751,Advanced Independent Study in Ops & Supply Chain Mgt,4,True,False
DOS4752,Advanced Independent Study in Ops & Supply Chain Mgt (2 MC),2,True,False
DOS4811,Data Visualisation,4,True,True
DOS5101,Supply Chain Coordination and Risk Management,4,True,True
DOS5101A,Managing the Financial Supply Chain,2,False,True
DOS5102,Analytical Tools for Consulting,4,True,False
DOS5104,Sustainable Supply Chains,4,False,True
DOS5106,Supply Chain Models and Strategies,4,True,False
DSA1101,Introduction to Data Science,4,True,True
DSA2101,Essential Data Analytics Tools: Data Visualisation,4,True,True
DSA2102,Essential Data Analytics Tools: Numerical Computation,4,True,True
DSA2312,FOS Undergraduate Professional Internship Programme 2S1,12,True,False
DSA3101,Data Science in Practice,4,True,True
DSA3102,Essential Data Analytics Tools: Convex Optimisation,4,True,True
DSA3310,FOS Undergraduate Professional Internship Programme 2ST,4,False,False
DSA3311,Undergraduate Professional Internship Programme,4,False,False
DSA3312,FOS Undergraduate Professional Internship Programme 3S1,12,True,True
DSA3361,Inferential Data Analytics,4,True,False
DSA3362,Predictive Data Analytics,4,False,True
DSA4199,Honours Project in Data Science and Analytics,16,True,True
DSA4211,High-Dimensional Statistical Analysis,4,True,False
DSA4212,Optimisation for Large-Scale Data-Driven Inference,4,False,True
DSA4262,Sense-making Case Analysis: Health and Medicine,4,True,True
DSA4266,Sense-making Case Analysis: Science and Technology,4,True,True
DSA4299,Applied Project in Data Science and Analytics,16,True,True
DSA4299C,Applied Project in Data Science and Analytics,16,True,False
DSA5101,Introduction to Big Data for Industry,4,True,False
DSA5102,Foundations of Machine Learning,4,True,False
DSA5103,Optimization Algorithms for Data Modelling,4,True,False
DSA5104,Principles of Data Management and Retrieval,4,True,False
DSA5105,Principles of Machine Learning,4,True,False
DSA5201,DSML Industry Consulting and Applications Project,4,True,True
DSA5202,Advanced Topics in Machine Learning,4,False,True
DSA5203,Visual Data Processing and Interpretation,4,False,True
DSA5204,Deep Learning and Applications,4,False,True
DSA5205,Data Science in Quantitative Finance,4,False,False
DSA5206,Advanced Topics in Data Science,4,False,True
DSA5831,Learning from Data: Principles and Practice,1,True,False
DSA5843,Learning from Data: Neural Networks,1,True,False
DSC3201,Supply Chain Management,4,False,True
DSC3202,Procurement Management,4,False,True
DSC3203,Service Operations Management,4,False,True
DSC3214,Introduction To Optimisation,4,False,True
DSC3215,Stochastic Models In Management,4,False,True
DSC3216,Predictive Analytics in Business,4,False,True
DSC3226,Sustainable Operations Management,4,False,True
DSC3229,Independent Study in Ops & Supply Chain Mgt,4,True,False
DSC4211G,SIOSCM: Service Design,4,False,True
DSC4213,Analytical Tools for Consulting,4,False,True
DSC4214,Co-ordination and Flexibility in SCM,4,False,True
DSC4215,Data Visualisation,4,False,True
DSC4219,Advanced Independent Study in Ops & Supply Chain Mgt,4,True,False
DSC4229,Advanced Independent Study in Ops & Supply Chain Mgt,2,True,False
DSC5221A,Managing the Financial Supply Chain,2,False,True
DSE1101,Introductory Data Science for Economics,4,True,False
DSE3101,Practical Data Science for Economics,4,False,True
DTK1234,Design Thinking,4,True,True
DTK1234A,Design Thinking,4,True,False
DTS5701,Large Scale Systems Engineering,4,True,False
DTS5702,C3 Systems,4,True,False
DTS5703,Operations Research,4,False,True
DTS5711,Integration Project,8,True,True
DTS5712,Thesis Project,8,True,True
DTS5731,Fundamentals of Systems Engineering,2,False,True
DTS5732,Artificial Intelligence and Data Analytics,4,False,True
DTS5733,Sensors and Intelligence,4,False,True
DTS5734,Guided Systems,4,True,False
DTS5735,Cybersecurity,4,True,False
DTS5736,Systems Design Project,2,True,False
DY5190,Graduate Seminar module,0,True,True
DY5310,Endodontics,0,True,True
DY5320,Oral & Maxillofacial Surgery,0,True,True
DY5330,Orthodontics,0,True,True
DY5340,Periodontology,0,True,True
DY5350,Prosthodontics,0,True,True
DY5360,Paediatric Dentistry,0,True,True
EBA5001,Analytics Project Management,10,True,True
EBA5001G,Analytics Project Management,10,True,False
EBA5002,Business Analytics Practice,13,True,False
EBA5002G,Business Analytics Practice,13,True,False
EBA5003,Customer Analytics,8,True,True
EBA5004,Practical Language Processing,12,True,True
EBA5004G,Practical Language Processing,12,True,False
EBA5005,Specialized Predictive Modelling and Forecasting,12,True,False
EBA5005G,Specialized Predictive Modelling and Forecasting,12,True,False
EBA5006,Big Data Analytics,10,True,False
EBA5007,Capstone Project in Data Analytics,6,True,False
EBA5008,Intelligent Financial Risk Management,12,True,False
EBA5008G,Intelligent Financial Risk Management,12,True,False
EC1101E,Introduction to Economic Analysis,4,True,True
EC2101,Microeconomic Analysis I,4,True,True
EC2102,Macroeconomic Analysis I,4,True,True
EC2104,Quantitative Methods for Economic Analysis,4,True,True
EC2205,Economic Analysis of Business,4,True,False
EC2303,Foundations for Econometrics,4,True,True
EC2374,Economy of Modern China I,4,True,False
EC2383,Environmental Economics,4,False,True
EC2880B,Topics in Economics: Miracle and Crisis in East Asia,4,False,False
EC3101,Microeconomic Analysis II,4,True,True
EC3102,Macroeconomic Analysis II,4,True,True
EC3303,Econometrics I,4,True,True
EC3304,Econometrics II,4,True,True
EC3305,Programming Tools for Economics,4,True,False
EC3305R,Economic Data Analysis with R Programming,4,True,False
EC3312,Game Theory & Applications to Economics,4,True,False
EC3314,Mathematics for Economists,4,False,True
EC3332,Money and Banking I,4,True,True
EC3333,Financial Economics I,4,True,True
EC3342,International Trade I,4,True,True
EC3343,International Finance I,4,True,True
EC3351,Public Finance,4,False,True
EC3361,Labour Economics I,4,True,True
EC3373,Asean Economies,4,True,False
EC3381,Urban Economics,4,True,False
EC3386,Port Economics,4,False,False
EC3391,Evolution of Economic Thought & Analysis,4,True,False
EC3394,Economics and Psychology,4,False,True
EC3396,Economic Analysis of Law I,4,False,True
EC3551,FASS Undergraduate Research Opportunity (UROP),4,True,True
EC3551R,FASS Undergraduate Research Opportunity (UROP),4,True,True
EC4301,Microeconomic Analysis III,4,True,False
EC4301HM,Microeconomic Analysis III,5,True,False
EC4302,Macroeconomic Analysis III,4,True,True
EC4302HM,Macroeconomic Analysis III,5,True,True
EC4303,Econometrics III,4,True,False
EC4303HM,Econometrics III,5,True,False
EC4304,Economic and Financial Forecasting,4,True,False
EC4304HM,Economic and Financial Forecasting,5,True,False
EC4305,Applied Econometrics,4,True,False
EC4305HM,Applied Econometrics,5,True,False
EC4306,Applied Microeconomic Analysis,4,True,True
EC4306HM,Applied Microeconomic Analysis,5,True,True
EC4307,Issues in Macroeconomics,4,True,True
EC4307HM,Issues in Macroeconomics,5,True,True
EC4308,Machine Learning and Economic Forecasting,4,True,True
EC4308HM,Machine Learning and Economic Forecasting,5,True,True
EC4313,Search Theory and Applications,4,True,True
EC4313HM,Search Theory and Applications,5,True,True
EC4324,Economics of Competition Policy,4,True,False
EC4324HM,Economics of Competition Policy,5,True,False
EC4325,The Economics of Digital Platforms,4,True,True
EC4325HM,The Economics of Digital Platforms,5,True,True
EC4331,Monetary Economics and Policy,4,True,True
EC4331HM,Monetary Economics and Policy,5,True,True
EC4332,Money and Banking II,4,True,True
EC4332HM,Money and Banking II,5,True,True
EC4333,Financial Economics II,4,True,False
EC4333HM,Financial Economics II,5,True,False
EC4343,International Finance II,4,True,False
EC4343HM,International Finance II,5,True,False
EC4351,Public Economics,4,False,True
EC4351HM,Public Economics,5,False,True
EC4352,Singapore Economy: Practice and Policy,4,False,True
EC4352HM,Singapore Economy: Practice and Policy,5,False,True
EC4354,Economics of Education,4,True,False
EC4354HM,Economics of Education,5,True,False
EC4355,Economics of Ageing,4,True,False
EC4355HM,Economics of Ageing,5,True,False
EC4362,Immigration Economics,4,True,False
EC4362HM,Immigration Economics,5,True,False
EC4371,Development Economics,4,True,True
EC4371HM,Development Economics,5,True,True
EC4372,Technology and Innovation,4,True,True
EC4372HM,Technology and Innovation,5,True,True
EC4382,Transport Economics,4,False,True
EC4382HM,Transport Economics,5,False,True
EC4383,Environmental Economics and Policy,4,False,True
EC4383HM,Environmental Economics and Policy,5,False,True
EC4394,Behavioural Economics,4,True,True
EC4394HM,Behavioural Economics,5,True,True
EC4398,Economics of Inequality,4,True,False
EC4398HM,Economics of Inequality,5,True,False
EC4401,Honours Thesis,8,True,True
EC4401HM,Honours Thesis,15,True,True
EC4660,Independent Study,4,True,True
EC4660HM,Independent Study,5,True,True
EC4880,Topics in Economics,4,True,True
EC4880HM,Topics in Economics,5,True,True
EC5101,Microeconomic Theory,4,True,False
EC5101R,Microeconomic Theory,5,True,False
EC5102,Macroeconomic Theory,4,True,False
EC5102R,Macroeconomic Theory,5,True,False
EC5103,Econometric Modelling and Applications I,4,True,False
EC5103R,Econometric Modelling and Applications I,5,True,False
EC5104,Mathematics for Economists,4,True,False
EC5104R,Mathematics for Economists,5,True,False
EC5319,Experimental Economics,4,False,True
EC5326,Policy Impact Evaluation Methods,4,True,False
EC5326R,Policy Impact Evaluation Methods,5,True,False
EC5386,Issues in Port Economics,4,False,False
EC5386R,Issues in Port Economics,5,False,False
EC5882,Topics in Macroeconomics,4,False,True
EC5882R,Topics in Macroeconomics,4,False,True
EC6101,Advanced Microeconomic Theory,4,False,True
EC6102,Advanced Macroeconomic Theory,4,False,True
EC6103,Econometric Modelling and Applications II,4,False,True
EC6104,Advanced Mathematics for Economists,4,False,True
EC6322,Advanced Industrial Organisation,4,False,True
EC6371,Advanced Development Economics,4,True,False
EC6770,Graduate Research Seminar,4,True,True
EC6881,Advanced Topics in Microeconomics,4,True,False
EC6884,Behavioral and Experimental Economics,4,False,True
ECA5101,Microeconomics,4,True,False
ECA5102,Macroeconomics,4,True,False
ECA5103,Quantitative & Computing Methods,4,True,False
ECA5305,R Programming for Economists,4,True,False
ECA5307,Python Programming for Economists,4,True,False
ECA5313,Topics in Econometrics,4,False,False
ECA5333,Financial Markets & Portfolio Management,4,True,False
ECA5334,Corporate Finance,4,True,False
ECA5335,Derivative Securities,4,True,False
ECA5371,Economic Growth And Development,4,True,False
ECA5375,Economic Growth in East Asia,4,True,False
ECA5881,Topics in Economic Policy,4,False,False
EE1111A,Electrical Engineering Principles and Practice I,4,True,False
EE1111B,Electrical & Computer Engineering Principles & Practice,4,False,False
EE2012,Analytical Methods in Electrical and Computer Engineering,4,True,True
EE2022,Electrical Energy Systems,4,True,True
EE2023,Signals and Systems,4,True,True
EE2026,Digital Design,4,True,True
EE2027,Electronic Circuits,4,True,True
EE2028,Microcontroller Programming and Interfacing,4,True,True
EE2033,Integrated System Lab,4,True,True
EE2111A,Electrical Engineering Principles and Practice II,4,False,True
EE2211,Introduction to Machine Learning,4,True,True
EE3031,Innovation & Enterprise I,4,True,True
EE3104C,Introduction to RF and Microwave Systems & Circuits,4,True,False
EE3105,Beyond Sky - New Space Technology and Applications,4,True,False
EE3131C,Communication Systems,4,False,True
EE3305,Robotic System Design,4,True,False
EE3306,Introduction to Cyber Physical Systems,4,True,False
EE3331C,Feedback Control Systems,4,True,True
EE3408C,Integrated Analog Design,4,True,False
EE3431C,Microelectronics Materials and Devices,4,True,True
EE3731C,Signal Analytics,4,True,False
EE3801,Data Engineering Principles,4,True,False
EE4001,B.Eng. Dissertation,12,True,True
EE4002D,Design Capstone,8,True,True
EE4002R,Research Capstone,8,True,True
EE4031,Intellectual Property: Harnessing Innovation,2,True,False
EE4032,Blockchain Engineering,2,True,False
EE4101,RF Communications,4,True,False
EE4104,Microwave Circuits & Devices,4,False,True
EE4112,Radio Frequency Design and Systems,4,True,False
EE4115,Remote Sensing & Analysis with Deep Learning Techniques,4,False,True
EE4204,Computer Networks,4,True,True
EE4205,Quantum Communication and Cryptography,4,False,True
EE4210,Network Protocols and Applications,4,False,True
EE4211,Data Science for the Internet of Things,4,True,False
EE4212,Computer Vision,4,False,True
EE4218,Embedded Hardware System Design,4,False,True
EE4302,Advanced Control Systems,4,True,False
EE4303,Industrial Control Systems,4,True,False
EE4305,Fuzzy/Neural Systems for Intelligent Robotics,4,False,True
EE4308,Autonomous Robot Systems,4,False,True
EE4309,Robot Perception,4,True,False
EE4407,Analog Electronics,4,False,True
EE4409,Modern Microelectronic Devices & Sensors,4,False,True
EE4415,Integrated Digital Design,4,False,True
EE4434,"Integrated Circuit Technology, Design and Testing",4,False,True
EE4435,Modern Transistors and Memory Devices,4,True,False
EE4436,Fabrication Process Technology,4,True,False
EE4437,Photonics - Principles and Applications,4,False,True
EE4438,Solar Cells and Modules,4,False,True
EE4501,Power System Management And Protection,4,True,False
EE4502,Electric Drives & Control,4,True,False
EE4503,Power Electronics for Sustainable Energy Technologies,4,False,True
EE4505,Power Semiconductor Devices & ICs,4,False,False
EE4511,Renewable Generation and Smart Grid,4,False,True
EE4513,Electric Vehicles and their Grid Integration,4,False,True
EE4704,Image Processing and Analysis,4,True,False
EE4705,Human-Robot Interaction,4,True,False
EE4802,Learning from Data,4,False,True
EE5001,Independent Study Module I,4,True,True
EE5002,Independent Study Module Ii,4,True,True
EE5003,Electrical Engineering Project,8,True,True
EE5020,Data Science for Internet of Things,2,False,True
EE5021,Cloud based Services for Internet of Things,2,False,True
EE5022,Cyber Security for Internet of Things,2,False,True
EE5023,Wireless Networks,2,False,True
EE5024,IoT Sensor Networks,2,False,True
EE5025,Intellectual Property: Innovations in IoT,2,True,False
EE5026,Machine Learning for Data Analytics,2,True,False
EE5027,Statistical Pattern Recognition,2,True,False
EE5060,Sensors and Instrumentation for Automation,2,True,False
EE5061,Industrial Control and Programming,2,True,False
EE5062,Autonomous Systems,2,True,False
EE5064,Dynamics and Control of Robot Manipulators,2,False,True
EE5101,Linear Systems,4,True,False
EE5103,Computer Control Systems,4,True,False
EE5104,Adaptive Control Systems,4,False,True
EE5106,Advanced Robotics,4,False,True
EE5110,Special Topics in Automation and Control,4,True,False
EE5111,Selected Topics in Industrial Control & Instrumentation,4,True,False
EE5112,Human Robot Interaction,4,True,False
EE5114,Autonomous Robot Navigation,4,True,False
EE5134,Optical Communications and Networks,4,False,True
EE5135,Digital Communications,4,False,True
EE5139,Information Theory and its Applications,4,True,False
EE5303,Microwave Electronics,4,True,False
EE5308,Antenna Engineering,4,True,False
EE5311,Differentiable and Probabilistic Scientific Computing,4,False,True
EE5434,Microelectronic Processes and Integration,4,False,True
EE5439,Micro/Nano Electromechanical Systems,4,True,False
EE5441,Introduction to Nanoelectronics and Emerging Devices,4,False,True
EE5442,Memory Technologies and Their Emerging Applications,4,False,True
EE5502,Mos Devices,4,True,False
EE5507,Analog Integrated Circuits Design,4,False,True
EE5508,Semiconductor Fundamentals,4,True,True
EE5517,Optical Engineering,4,False,True
EE5518,Vlsi Digital Circuit Design,4,True,False
EE5666,Industrial Attachment,4,True,True
EE5701,High Voltage Testing and Switchgear,4,True,False
EE5702,Advanced Power System Analysis,4,True,False
EE5703,Industrial Drives,4,True,False
EE5711,Power Electronic Systems,4,False,True
EE5713,Modern Power Systems and Smart Grid,4,False,True
EE5731,Visual Computing,4,True,False
EE5801,Electromagnetic Compatibility,4,False,True
EE5831,Electromagnetic Wave Theory,4,True,False
EE5904,Neural Networks,4,False,True
EE5907,Pattern Recognition,4,True,False
EE5999,Graduate Seminars,4,True,True
EE6004,Selected Advanced Topics In EM Modelling,4,True,False
EE6104,Adaptive Control Systems (Advanced),4,False,True
EE6110,Special Topics in Automation and Control (Advanced),4,True,False
EE6135,Digital Communications (Advanced),4,False,True
EE6139,Information Theory and its Applications (Advanced),4,True,False
EE6437,Advanced Semiconductor Devices,4,False,True
EE6438,Magnetic materials and devices,4,True,False
EE6439,Micro/Nano Electromechanical Systems (Advanced),4,True,False
EE6440,Advanced Topics in Photonics,4,False,True
EE6531,Selected Topics in Smart Grid Technologies,4,False,True
EE6733,Advanced Topics on Vision and Machine Learning,4,True,False
EE6831,Advanced Electromagnetic Theory and Applications,4,False,True
EE6832,Selected Topics in EM Metamaterial and Multiple-Antenna,4,False,True
EE6833,Selected Topics in Microwave and Antenna Engineering,4,False,True
EE6934,Deep Learning (Advanced),4,False,True
EE6990,Research Attachment,4,True,True
EE6999,Doctoral Seminars,8,True,True
EG1311,Design and Make,4,True,True
EG1611,Engineering Co-Op Immersion Programme I,4,False,False
EG2101,Pathways to Engineering Leadership,2,True,True
EG2201A,User-Centred Collaborative Design,4,True,True
EG2301,Value Creation in Innovation,4,True,True
EG2310,Fundamentals of Systems Design,4,False,True
EG2311,Introduction to Space Systems,4,True,False
EG2401A,Engineering Professionalism,2,True,True
EG2605,Undergraduate Research Opportunities Programme,4,True,True
EG2606A,Independent Work,2,True,True
EG2606B,Independent Work,4,True,True
EG2620,Engineering Co-Op Immersion Programme II,4,False,False
EG2701A,Aspirational Project I,8,True,True
EG2701B,Aspirational Project II,8,True,True
EG3301R,Ideas to Proof-of-Concept,12,True,True
EG3611,Industrial Attachment,12,True,True
EG3611A,Industrial Attachment,10,True,True
EG3611B,Industrial Attachment,2,True,True
EG3612,Vacation Industrial Attachment,6,False,False
EG4301,DCP Dissertation,12,True,True
EG4301A,Ideas to Start-up,12,True,True
EG5301,Engineering Systems Design,4,True,False
EG5302,Design Thinking and Product Development,4,False,True
EG5303,Major Design Project,12,True,True
EG5911,Research Methodology & Ethics,0,False,True
EG5911R,Information Literacy Skills for Research,0,True,False
EL1101E,The Nature of Language,4,True,True
EL2101,Structure of Sentences and Meanings,4,False,True
EL2102,Sound Patterns in Language,4,True,False
EL2111,Historical Variation in English,4,False,True
EL2151,Social Variation in English,4,True,False
EL3201,Syntax,4,True,False
EL3206,Psycholinguistics,4,True,False
EL3208,Bilingualism,4,False,True
EL3210,Topics in the Psychology of Language,4,False,True
EL3216,Language and the Internet,4,True,False
EL3254,"Media, Discourse and Society",4,False,True
EL3551,FASS Undergraduate Research Opportunity (UROP),4,True,True
EL4204,Pragmatics,4,True,False
EL4204HM,Pragmatics,5,True,False
EL4212,Field Methods in Linguistics,4,True,False
EL4212HM,Field Methods in Linguistics,5,True,False
EL4216,Lexicology and Lexicography,4,False,True
EL4216HM,Lexicology and Lexicography,5,False,True
EL4222,Stylistics and Drama,4,False,True
EL4222HM,Stylistics and Drama,5,False,True
