course_code,course_name,number_of_units,is_offered_in_sem1,is_offered_in_sem1
LA5500,Proseminar in Landscape Architecture,4,True,False
LA5702,MLA Studio: Region,8,False,True
LA5742,Dissertation,8,False,True
LA5742A,Dissertation Preparation,4,True,False
LAB1201,Bahasa Indonesia 1,4,True,True
LAB2201,Bahasa Indonesia 2,4,True,True
LAB3201,Bahasa Indonesia 3,4,True,True
LAB3202,Bahasa Indonesia 4,4,True,True
LAB4201,Bahasa Indonesia 5,4,True,True
LAB4201HM,Bahasa Indonesia 5,5,True,True
LAB4202,Bahasa Indonesia 6,4,False,True
LAB4202HM,Bahasa Indonesia 6,5,False,True
LAC1201,Chinese 1,4,True,True
LAC2201,Chinese 2,4,True,True
LAC2202,Chinese Characters Writing & Composition,4,True,False
LAC3201,Chinese 3,4,True,True
LAC3202,Chinese 4,4,True,True
LAC3204,Chinese for Business & Social Sciences,4,True,True
LAC4201,Chinese 5,4,True,False
LAC4201HM,Chinese 5,5,True,False
LAC4202,Chinese 6,4,False,True
LAC4202HM,Chinese 6,5,False,True
LAD1001,Design 1,4,True,False
LAD1002,Design 2,4,True,True
LAD1003,Introduction to Landscape Architecture,4,True,False
LAD1004,History and Theory of Landscape Architecture,4,False,True
LAD2001,Design 3,4,True,False
LAD2002,Design 4,4,False,True
LAD2003,Landscape Construction I,4,True,False
LAD2004,Planting Design and Horticulture,4,True,False
LAD2005,Introductory GIS for Landscape Architecture,4,True,False
LAD2006,Design 3,8,True,False
LAD3001,Design 5,8,True,False
LAD3002,Design 6,8,False,True
LAD3004,Landscape Representation Techniques,4,True,False
LAD3006,Basics of Ecology,4,True,False
LAD4004,GeoDesign,4,True,False
LAD4006,Digital Techniques In Landscape Architecture,4,True,False
LAD4007,Political Eco and Land,4,True,False
LAD4008,Design 7 (Common),8,True,False
LAF1201,French 1,4,True,True
LAF2201,French 2,4,True,True
LAF3201,French 3,4,True,True
LAF3202,French 4,4,True,True
LAF4201,French 5,4,True,True
LAF4201HM,French 5,5,True,True
LAF4202,French 6,4,True,True
LAF4202HM,French 6,5,True,True
LAF4203,French Language and Society,4,True,False
LAF4203HM,French Language and Society,5,True,False
LAF4204,Francophone Studies in Context,4,False,True
LAF4204HM,Francophone Studies in Context,5,False,True
LAG1201,German 1,4,True,True
LAG2201,German 2,4,True,True
LAG3201,German 3,4,True,True
LAG3202,German 4,4,False,True
LAG4201,German 5,4,True,False
LAG4201HM,German 5,5,True,False
LAG4202,German 6,4,False,True
LAG4202HM,German 6,5,False,True
LAH1201,Hindi 1,4,True,True
LAH2201,Hindi 2,4,True,True
LAH3201,Hindi 3,4,True,True
LAH3202,Hindi 4,4,True,True
LAH4201,Hindi 5,4,True,False
LAH4201HM,Hindi 5,5,True,False
LAH4202,Hindi 6,4,False,True
LAH4202HM,Hindi 6,5,False,True
LAJ1201,Japanese 1,4,True,True
LAJ2201,Japanese 2,4,True,True
LAJ2202,Japanese 3,4,True,True
LAJ2203,Japanese 4,4,True,True
LAJ3201,Japanese 5,4,True,True
LAJ3202,Japanese 6,4,True,True
LAJ3204,Business Japanese 2,4,False,True
LAJ4203,Media Japanese 2,4,True,False
LAJ4203HM,Media Japanese 2,5,True,False
LAK1201,Korean 1,4,True,True
LAK2201,Korean 2,4,True,True
LAK3201,Korean 3,4,True,False
LAK3202,Korean 4,4,False,True
LAK4201,Korean 5,4,True,False
LAK4201HM,Korean 5,5,True,False
LAK4202,Korean 6,4,False,True
LAK4202HM,Korean 6,5,False,True
LAK4203,Korean 7,4,True,False
LAK4203HM,Korean 7,5,True,False
LAL1201,Tamil 1,4,True,True
LAL2201,Tamil 2,4,True,True
LAM1201,Malay 1,4,True,True
LAM2201,Malay 2,4,True,True
LAM3201,Malay 3,4,True,True
LAM3202,Malay 4,4,True,True
LAM4201,Malay 5,4,False,True
LAM4201HM,Malay 5,5,False,True
LAR1201,Arabic 1,4,True,True
LAR2201,Arabic 2,4,True,True
LAR3201,Arabic 3,4,True,False
LAR3202,Arabic 4,4,False,True
LAR4201,Arabic 5,4,True,False
LAR4201HM,Arabic 5,5,True,False
LAR4202,Arabic 6,4,False,True
LAR4202HM,Arabic 6,5,False,True
LAS1201,Spanish 1,4,True,True
LAS2201,Spanish 2,4,True,True
LAS3201,Spanish 3,4,True,True
LAS3202,Spanish 4,4,False,True
LAS4201,Spanish 5,4,True,False
LAS4201HM,Spanish 5,5,True,False
LAS4202,Spanish 6,4,False,True
LAS4202HM,Spanish 6,5,False,True
LAS4203,Spanish 7,4,True,False
LAS4203HM,Spanish 7,5,True,False
LAS4204,Spanish 8,4,False,True
LAS4204HM,Spanish 8,5,False,True
LAT1201,Thai 1,4,True,True
LAT2201,Thai 2,4,True,True
LAT3201,Thai 3,4,True,True
LAT3202,Thai 4,4,True,True
LAT4201,Thai 5,4,True,True
LAT4201HM,Thai 5,5,True,True
LAT4202,Thai 6,4,False,True
LAT4202HM,Thai 6,5,False,True
LAT4203,Analysing Thai Media,4,True,False
LAT4203HM,Analysing Thai Media,5,True,False
LAT4204,Thai for Academic Purposes,4,False,True
LAT4204HM,Thai for Academic Purposes,5,False,True
LAV1201,Vietnamese 1,4,True,True
LAV2201,Vietnamese 2,4,True,True
LAV3201,Vietnamese 3,4,True,False
LAV3202,Vietnamese 4,4,False,True
LAV4201,Vietnamese 5,4,True,False
LAV4201HM,Vietnamese 5,5,True,False
LAV4202,Vietnamese 6,4,False,True
LAV4202HM,Vietnamese 6,5,False,True
LC1001A,Criminal Law (A),8,False,True
LC1001B,Criminal Law (B),8,False,True
LC1001D,Criminal Law (D),8,False,True
LC1001E,Criminal Law (E),8,False,True
LC1001H,Criminal Law (H),8,False,True
LC1002A,Introduction To Legal Theory (A),4,False,True
LC1002B,Introduction To Legal Theory (B),4,False,True
LC1002C,Introduction to Legal Theory (C),4,False,True
LC1002D,Introduction to Legal Theory (D),4,False,True
LC1002E,Introduction to Legal Theory (E),4,False,True
LC1002F,Introduction to Legal Theory (F),4,False,True
LC1002G,Introduction to Legal Theory (G),4,False,True
LC1002H,Introduction to Legal Theory (H),4,False,True
LC1002I,Introduction to Legal Theory (I),4,False,True
LC1002J,Introduction to Legal Theory (J),4,False,True
LC1003,Law Of Contract,8,True,True
LC1004,Law Of Torts,8,True,False
LC1016,"Legal Analysis, Research & Communication",8,True,True
LC1025,Singapore Law in Context,4,True,False
LC2004,Principles Of Property Law,8,True,False
LC2006A,Equity & Trusts (A),8,False,True
LC2006B,Equity & Trusts (B),8,False,True
LC2006D,Equity & Trusts (D),8,False,True
LC2006E,Equity & Trusts (E),8,False,True
LC2006F,Equity & Trusts (F),8,False,True
LC2006G,Equity & Trusts (G),8,False,True
LC2007,Constitutional & Administrative Law,8,False,True
LC2008A,Company Law (A),8,True,False
LC2008B,Company Law (B),8,True,False
LC2008C,Company Law (C),8,True,False
LC2008D,Company Law (D),8,True,False
LC2008F,Company Law (F),8,True,False
LC2008G,Company Law (G),8,True,False
LC2008H,Company Law (H),8,True,False
LC2009,Pro Bono Service,0,True,True
LC2010A,Legal Systems of Asia (A),4,True,False
LC2010B,Legal Systems of Asia (B),4,True,False
LC2010C,Legal Systems of Asia (C),4,True,False
LC2010D,Legal Systems of Asia (D),4,True,False
LC2010E,Legal Systems of Asia (E),4,True,False
LC2010F,Legal Systems of Asia (F),4,True,False
LC2010G,Legal Systems of Asia (G),4,True,False
LC2010H,Legal Systems of Asia (H),4,True,False
LC2012,Trial Advocacy,4,False,True
LC2013,Corporate Deals,4,False,True
LC3001A,Evidence (A),8,True,False
LC5010A,Legal Systems of Asia (A),4,True,False
LC5029,International Commercial Arbitration,4,False,True
LC5035,Taxation Issues in Cross-Border Transactions,4,False,True
LC5050V,Public International Law,5,True,True
LC5070V,Foundations Of Intellectual Property Law,5,True,False
LC5074,Mergers & Acquisitions,4,False,True
LC5089,Chinese Corporate & Securities Law,4,False,True
LC5093,Chinese Intellectual Property Law,4,False,True
LC5115,International Law,4,False,True
LC5118,Foreign Direct Investment Law in Asia,4,False,True
LC5186,International & Commercial Trusts Law,4,False,True
LC5204AV,Carriage of Goods By Sea,5,True,False
LC5204BV,Charterparties,5,False,True
LC5225,Carriage of Goods by Sea,4,False,True
LC5230,Elements of Company Law,4,True,False
LC5232,Principles of Competition Law,4,False,True
LC5262AV,International Commercial Arbitration,5,True,False
LC5264,New Regionalism in International Trading System,4,False,True
LC5265,Chinese Business Law,4,False,True
LC5285V,International Dispute Settlement,5,True,False
LC5336,Topics in Int'l Arbitration & Dispute Resolution,1,True,False
LC5337,Singapore Common Law of Contract,4,True,False
LC5337S,Singapore Common Law of Contract,4,True,False
LC5405A,Law of Intellectual Property (a),8,True,False
LC6009GRSII,Graduate Research Seminar II (Research Methods),4,False,True
LC6378,Doctoral Workshop,4,True,True
LCC5365,Foundations of Common Law and Criminal Law & Procedure,6,False,True
LCC5390,"Contract, Tort & Evidence",4,False,True
LCC5391,Arbitration Law & Practice,4,False,True
LCC5392,Drafting & Award Writing,4,False,True
LCC5466,Fundamentals of Legal Reasoning,1,True,False
LCC5467,Criminal Law,3,True,False
LCC5468,Sentencing Law,1,True,False
LCC5469,Criminal Procedure,2,False,True
LCC5470,Criminal Evidence,2,False,True
LCD5204AV,Carriage of Goods By Sea,5,True,False
LCD5204BV,Charterparties,5,False,True
LCJ5001,Criminal Law,8,False,True
LCJ5002,Intro To Legal Theory,4,False,True
LCJ5003,Law Of Contract,8,True,True
LCJ5004,Law Of Torts,8,True,False
LCJ5006,Equity & Trusts,8,False,True
LCJ5007,Constitutional & Administrative Law,8,False,True
LCJ5008,Company Law,8,True,False
LCJ5009,Pro Bono Service,0,True,True
LCJ5010,Legal Systems of Asia,4,True,False
LCJ5011,Evidence,8,True,False
LCJ5012,Trial Advocacy,4,False,True
LCJ5013,Corporate Deals,4,False,True
LCJ5014,Principles Of Property Law,8,True,False
LCJ5015,"Legal Analysis, Research & Communication",4,True,False
LCJ5016,"Legal Analysis, Research & Communication",8,True,True
LCJ5025,Singapore Law in Context,4,True,False
LI5001,Research Project,8,True,True
LI5101,Supply Chain Mgt Thinking & Practice,4,True,True
LI5201,Special Topics in Logistics,4,True,False
LI5202,Supply Chain Management Strategies and Case Studies,4,False,True
LI5204,Supply Chain Simulation and Optimization,4,True,True
LL4002V,Admiralty Law & Practice,5,False,True
LL4004V,Aviation Law & Policy,5,True,True
LL4007,Biotechnology Law,4,True,False
LL4008AV,Carriage of Goods By Sea,5,True,False
LL4008BV,Charterparties,5,False,True
LL4009V,Modern Chinese Law & Legal Chinese,5,True,False
LL4014V,Construction Law,5,False,True
LL4018V,Corporate Tax: Profits & Distributions,5,False,True
LL4019V,Credit & Security,5,True,False
LL4021V,Environmental Law,5,True,False
LL4024V,Indonesian Law,5,False,True
LL4029AV,International Commercial Arbitration,5,True,False
LL4029BV,International Commercial Arbitration,5,False,True
LL4029V,International Commercial Arbitration,5,True,False
LL4031V,International  Environmental Law & Policy,5,True,False
LL4032,International Investment Law,4,True,False
LL4033V,International Legal Process,5,True,False
LL4034V,International Regulation of Shipping,5,False,True
LL4043,Law Of Marine Insurance,4,False,True
LL4044V,Mediation,5,False,True
LL4045V,Negotiation,5,True,False
LL4050V,Public International Law,5,True,True
LL4054,Domestic and International Sale of Goods,4,False,True
LL4056BV,Tax Planning And Policy,5,True,False
LL4063V,Business & Finance For Lawyers,5,True,True
LL4064V,Competition Law and Policy,5,True,False
LL4070V,Foundations Of Intellectual Property Law,5,True,False
LL4074V,Mergers & Acquisitions,5,False,True
LL4089V,Chinese Corporate & Securities Law,5,False,True
LL4094AV,The Corporate Law Clinic,5,True,True
LL4094BV,NUS-State Courts Judicial Clerkship Programme,5,True,False
LL4094CV,The Access to Justice Low Bono Litigation Clinic,5,True,True
LL4094DV,The Pro Bono Criminal Law Litigation Clinic,5,True,True
LL4094EV,The Capital Offences Criminal Litigation Clinic,5,True,True
LL4094FV,The Evolving Legal Landscapes Clinic,5,True,True
LL4094GV,The NUS CPBCLE Start Up Clinic,5,True,True
LL4094V,The Pro Bono Family Law Litigation Clinic,5,True,True
LL4096V,International Trademark Law and Policy,5,False,True
LL4097V,Islamic Law,5,False,True
LL4099,Maritime Law,4,True,False
LL4100,Arbitration and Dispute Resolution in China,4,True,False
LL4102V,Advanced Torts,5,True,False
LL4104V,Jurisprudence,5,True,False
LL4109V,International Law & Asia,5,False,True
LL4111V,International Copyright Law and Policy,5,False,True
LL4133V,Human Rights in Asia,5,False,True
LL4140V,Law of the Sea: Theory and Practice,5,False,True
LL4177V,Entertainment Law,5,True,False
LL4188V,Corporate Finance Law,5,False,True
LL4202V,ASEAN Economic Community Law and Policy,5,False,True
LL4203,International Moots and Other Competitions,4,True,True
LL4203A,International Moots and Other Competitions,4,True,True
LL4203B,International Moots and Other Competitions,4,True,True
LL4203C,International Moots and Other Competitions,4,True,True
LL4208V,Advanced Criminal Legal Process,5,False,True
LL4214,International and Comparative Oil and Gas Law,4,True,False
LL4237V,"Law, Institutions, and Business in Greater China",5,True,False
LL4243V,The Effects of Space and Geography on Regulation,5,True,False
LL4244V,Criminal Practice,5,True,False
LL4251V,International Humanitarian Law,5,True,False
LL4259V,Alternative Investments,5,False,True
LL4276,Advanced Contract Law,4,True,False
LL4283V,"Artificial Intelligence, Information Science & Law",5,False,True
LL4285V,International Dispute Settlement,5,True,False
LL4287V,ASEAN Law and Policy,5,True,False
LL4290V,Legal Research: Method & Design,5,True,False
LL4292V,State Responsibility: Theory and Practice,5,False,True
LL4295,Conflict of Laws in Int’l Commercial Arbitration,4,False,True
LL4303V,Law and Literature,5,True,False
LL4308V,"Behavioural Economics, Law & Regulation",5,False,True
LL4309,Strategies for Asian Disputes - A Comparative Analysis,4,False,True
LL4318V,Public Health Law and Regulation,5,False,True
LL4319V,Current Problems in International Law,5,False,True
LL4322,Trade Finance Law,4,True,False
LL4327V,Mergers and Acquisitions: A Practitioner’s Perspective,5,False,True
LL4335V,Multinational Enterprises and International Law,5,True,False
LL4338V,Advanced Practicum in International Arbitration,5,False,True
LL4339,Comparative Evidence in International Arbitration,4,False,True
LL4342V,Taxation of Cross-Border Commercial Transactions I,5,False,True
LL4344,Public and Private International Copyright Law,4,True,False
LL4349V,Energy Arbitration,5,False,True
LL4350V,Privacy & Data Protection Law,5,True,False
LL4356V,International Economic Law Clinic,5,False,True
LL4357V,Regulation & Political Economy,5,False,True
LL4359Z,SIAC and Institutional Arbitration,2.5,False,True
LL4360Z,Current Challenges to Investment Arbitration,2.5,True,False
LL4361Z,Complex Arbitrations: Multiparty – Multicontract,2.5,False,True
LL4364V,Principles of Civil Law: Law of Obligations & Property,5,True,False
LL4367V,Public International Law Externship,5,True,False
LL4375,Traditional Chinese Legal Thought,4,False,True
LL4377V,Law in Action: Legal Policymaking Externship,5,False,True
LL4383Z,International Arbitration & the New York Convention,2.5,True,False
LL4387,Regulation of Digital Platform,4,False,True
LL4393V,Liability of Corporate Groups and Networks,5,False,True
LL4396,University Research Opportunities Program,4,True,True
LL4397,University Research Opportunities Program,4,True,True
LL4398,University Research Opportunities Program,4,True,True
LL4405A,Law of Intellectual Property (a),8,True,False
LL4407,Law Of Insurance,8,True,False
LL4412,Securities and Capital Markets Regulation,8,False,True
LL4433V,Global Data Privacy Law,5,False,True
LL4434V,International Commodity Trading Law Clinic,5,False,True
LL4436V,Family Law and Practice,5,True,False
LL4437V,Law and Democracy in East Asia,5,False,True
LL4438V,Intellectual Property Arbitration,5,False,True
LL4450V,Singapore Legal History,5,False,True
LL4452V,Specialised Topics in Family Law,5,False,True
LL4453V,Fashion Law,5,False,True
LL4454V,Commercial Conflict of Laws,5,True,True
LL4460,"Law, FinTech and the Platform Economy",4,True,False
LL4461V,Compliance and Risk Management,5,True,False
LL4463V,National Arts Council Externship,5,True,False
LL4475V,Law and Practice of Investment Management,5,True,False
LL4481,Trusts Law in the Asia-Pacific Region,4,False,True
LL4483V,Aviation Financing,5,False,True
LL5002V,Admiralty Law & Practice,5,False,True
LL5004V,Aviation Law & Policy,5,True,True
LL5007,Biotechnology Law,4,True,False
LL5008AV,Carriage of Goods By Sea,5,True,False
LL5008BV,Charterparties,5,False,True
LL5009V,Modern Chinese Law & Legal Chinese,5,True,False
LL5014V,Construction Law,5,False,True
LL5018V,Corporate Tax: Profits & Distributions,5,False,True
LL5019V,Credit & Security,5,True,False
LL5021V,Environmental Law,5,True,False
LL5024V,Indonesian Law,5,False,True
LL5029BV,International Commercial Arbitration,5,False,True
LL5029V,International Commercial Arbitration,5,True,False
LL5031V,International  Environmental Law & Policy,5,True,False
LL5032,International Investment Law,4,True,False
LL5033V,International Legal Process,5,True,False
LL5034V,International Regulation of Shipping,5,False,True
LL5043,Law of Marine Insurance,4,False,True
LL5044V,Mediation,5,False,True
LL5045V,Negotiation,5,True,False
LL5050V,Public International Law,5,True,True
LL5054,Domestic and International Sale of Goods,4,False,True
LL5055,Securities Regulation,4,False,True
LL5056BV,Tax Planning And Policy,5,True,False
LL5063V,Business & Finance For Lawyers,5,True,True
LL5064V,Competition Law and Policy,5,True,False
LL5070V,Foundations Of Intellectual Property Law,5,True,False
LL5074V,Mergers & Acquisitions,5,False,True
LL5089V,Chinese Corporate & Securities Law,5,False,True
LL5096V,International Trademark Law and Policy,5,False,True
LL5097V,Islamic Law,5,False,True
LL5099,Maritime Law,4,True,False
LL5100,Arbitration and Dispute Resolution in China,4,True,False
LL5102V,Advanced Torts,5,True,False
LL5104V,Jurisprudence,5,True,False
LL5109V,International Law & Asia,5,False,True
LL5111V,International Copyright Law and Policy,5,False,True
LL5133V,Human Rights in Asia,5,False,True
LL5140V,Law of the Sea: Theory and Practice,5,False,True
LL5177V,Entertainment Law,5,True,False
LL5188V,Corporate Finance Law,5,False,True
LL5202V,ASEAN Economic Community Law and Policy,5,False,True
LL5203,International Moots and Other Competitions,4,True,True
LL5203A,International Moots and Other Competitions,4,True,True
LL5203B,International Moots and Other Competitions,4,True,True
LL5203C,International Moots and Other Competitions,4,True,True
LL5208V,Advanced Criminal Legal Process,5,False,True
LL5214,International and Comparative Oil and Gas Law,4,True,False
LL5237V,"Law, Institutions, and Business in Greater China",5,True,False
LL5242S,Financial Regulation and Central Banking,4,False,True
LL5243V,The Effects of Space and Geography on Regulation,5,True,False
LL5244V,Criminal Practice,5,True,False
LL5251V,International Humanitarian Law,5,True,False
LL5259V,Alternative Investments,5,False,True
LL5276,Advanced Contract Law,4,True,False
LL5283V,"Artificial Intelligence, Information Science & Law",5,False,True
LL5285V,International Dispute Settlement,5,True,False
LL5287V,ASEAN Law and Policy,5,True,False
LL5290V,Legal Research: Method & Design,5,True,False
LL5292V,State Responsibility: Theory and Practice,5,False,True
LL5293S,Business Torts,4,False,True
LL5294S,Security and Insolvency Law,4,False,True
LL5295,Conflict of Laws in Int’l Commercial Arbitration,4,False,True
LL5303V,Law and Literature,5,True,False
LL5308V,"Behavioural Economics, Law & Regulation",5,False,True
LL5309,Strategies for Asian Disputes - A Comparative Analysis,4,False,True
LL5314S,Private Equity and Venture Capital: Law and Practice,4,False,True
LL5315S,China's Tax Law and International Tax Policy,4,False,True
LL5318V,Public Health Law and Regulation,5,False,True
LL5319V,Current Problems in International Law,5,False,True
LL5322,Trade Finance Law,4,True,False
LL5327V,Mergers and Acquisitions: A Practitioner’s Perspective,5,False,True
LL5335V,Multinational Enterprises and International Law,5,True,False
LL5338V,Advanced Practicum in International Arbitration,5,False,True
LL5339,Comparative Evidence in International Arbitration,4,False,True
LL5342V,Taxation of Cross-Border Commercial Transactions I,5,False,True
LL5344,Public and Private International Copyright Law,4,True,False
LL5349V,Energy Arbitration,5,False,True
LL5350V,Privacy & Data Protection Law,5,True,False
LL5356V,International Economic Law Clinic,5,False,True
LL5357V,Regulation & Political Economy,5,False,True
LL5359Z,SIAC and Institutional Arbitration,2.5,False,True
LL5360Z,Current Challenges to Investment Arbitration,2.5,True,False
LL5361Z,Complex Arbitrations: Multiparty – Multicontract,2.5,False,True
LL5364V,Principles of Civil Law: Law of Obligations & Property,5,True,False
LL5375,Traditional Chinese Legal Thought,4,False,True
LL5380S,International and Comparative Insolvency Law in the BRI,4,False,True
LL5383Z,International Arbitration & the New York Convention,2.5,True,False
LL5387,Regulation of Digital Platform,4,False,True
LL5393V,Liability of Corporate Groups and Networks,5,False,True
LL5396,University Research Opportunities Programme,4,True,True
LL5396V,International Arbitration & Dispute Resolution Research,5,True,True
LL5397,University Research Opportunities Programme,4,True,True
LL5397V,International Arbitration & Dispute Resolution Research,5,True,True
LL5398,University Research Opportunities Programme,4,True,True
LL5405A,Law of Intellectual Property (a),8,True,False
LL5407,Law of Insurance,8,True,False
LL5412,Securities and Capital Markets Regulation,8,False,True
LL5433V,Global Data Privacy Law,5,False,True
LL5434V,International Commodity Trading Law Clinic,5,False,True
LL5436V,Family Law and Practice,5,True,False
LL5437V,Law and Democracy in East Asia,5,False,True
LL5438V,Intellectual Property Arbitration,5,False,True
LL5439S,Applied Accounting and Finance for Lawyers,4,False,True
LL5445S,Corporate Insolvencies in the PRC and Hong Kong SAR,4,False,True
LL5450V,Singapore Legal History,5,False,True
LL5452V,Specialised Topics in Family Law,5,False,True
LL5453V,Fashion Law,5,False,True
LL5454V,Commercial Conflict of Laws,5,True,True
LL5459X,"Env. & Sustainability - Law, Governance & Practice",4,True,False
LL5460,"Law, FinTech and the Platform Economy",4,True,False
LL5461V,Compliance and Risk Management,5,True,False
LL5463V,National Arts Council Externship,5,True,False
LL5475V,Law and Practice of Investment Management,5,True,False
LL5481,Trusts Law in the Asia-Pacific Region,4,False,True
LL5483V,Aviation Financing,5,False,True
LL5484X,Introduction to Singapore Business Law,4,True,False
LL5485X,Interests-Based Negotiation,2,False,True
LL6002V,Admiralty Law & Practice,5,False,True
LL6004V,Aviation Law & Policy,5,True,True
LL6007,Biotechnology Law,4,True,False
LL6008AV,Carriage of Goods By Sea,5,True,False
LL6008BV,Charterparties,5,False,True
LL6009V,Modern Chinese Law & Legal Chinese,5,True,False
LL6014V,Construction Law,5,False,True
LL6018V,Corporate Tax: Profits & Distributions,5,False,True
LL6019V,Credit & Security,5,True,False
LL6021V,Environmental Law,5,True,False
LL6024V,Indonesian Law,5,False,True
LL6029BV,International Commercial Arbitration,5,False,True
LL6029V,International Commercial Arbitration,5,True,False
LL6031V,International  Environmental Law & Policy,5,True,False
LL6032,International Investment Law,4,True,False
LL6033V,International Legal Process,5,True,False
LL6034V,International Regulation of Shipping,5,False,True
LL6043,Law Of Marine Insurance,4,False,True
LL6044V,Mediation,5,False,True
LL6045V,Negotiation,5,True,False
LL6050V,Public International Law,5,True,True
LL6054,Domestic and International Sale of Goods,4,False,True
LL6056BV,Tax Planning And Policy,5,True,False
LL6063V,Business & Finance For Lawyers,5,True,True
LL6064V,Competition Law and Policy,5,True,False
LL6070V,Foundations Of Intellectual Property Law,5,True,False
LL6074V,Mergers & Acquisitions,5,False,True
LL6089V,Chinese Corporate & Securities Law,5,False,True
LL6096V,International Trademark Law and Policy,5,False,True
LL6097V,Islamic Law,5,False,True
LL6099,Maritime Law,4,True,False
LL6100,Arbitration and Dispute Resolution in China,4,True,False
LL6102V,Advanced Torts,5,True,False
LL6104V,Jurisprudence,5,True,False
LL6109V,International Law & Asia,5,False,True
LL6111V,International Copyright Law and Policy,5,False,True
LL6133V,Human Rights in Asia,5,False,True
LL6140V,Law of the Sea: Theory and Practice,5,False,True
LL6177V,Entertainment Law,5,True,False
LL6188V,Corporate Finance Law,5,False,True
LL6202V,ASEAN Economic Community Law and Policy,5,False,True
LL6203,International Moots and Other Competitions,4,True,True
LL6203A,International Moots and Other Competitions,4,True,True
LL6203B,International Moots and Other Competitions,4,True,True
LL6203C,International Moots and Other Competitions,4,True,True
LL6208V,Advanced Criminal Legal Process,5,False,True
LL6214,International and Comparative Oil and Gas Law,4,True,False
LL6237V,"Law, Institutions, and Business in Greater China",5,True,False
LL6243V,The Effects of Space and Geography on Regulation,5,True,False
LL6244V,Criminal Practice,5,True,False
LL6251V,International Humanitarian Law,5,True,False
LL6259V,Alternative Investments,5,False,True
LL6276,Advanced Contract Law,4,True,False
LL6283V,"Artificial Intelligence, Information Science & Law",5,False,True
LL6285V,International Dispute Settlement,5,True,False
LL6287V,ASEAN Law and Policy,5,True,False
LL6290V,Legal Research: Method & Design,5,True,False
LL6292V,State Responsibility: Theory and Practice,5,False,True
LL6295,Conflict of Laws in Int’l Commercial Arbitration,4,False,True
LL6303V,Law and Literature,5,True,False
LL6308V,"Behavioural Economics, Law & Regulation",5,False,True
LL6309,Strategies for Asian Disputes - A Comparative Analysis,4,False,True
LL6318V,Public Health Law and Regulation,5,False,True
LL6319V,Current Problems in International Law,5,False,True
LL6322,Trade Finance Law,4,True,False
LL6327V,Mergers and Acquisitions: A Practitioner’s Perspective,5,False,True
LL6335V,Multinational Enterprises and International Law,5,True,False
LL6338V,Advanced Practicum in International Arbitration,5,False,True
LL6339,Comparative Evidence in International Arbitration,4,False,True
LL6342V,Taxation of Cross-Border Commercial Transactions I,5,False,True
LL6344,Public and Private International Copyright Law,4,True,False
LL6349V,Energy Arbitration,5,False,True
LL6350V,Privacy & Data Protection Law,5,True,False
LL6356V,International Economic Law Clinic,5,False,True
LL6357V,Regulation & Political Economy,5,False,True
LL6359Z,SIAC and Institutional Arbitration,2.5,False,True
LL6360Z,Current Challenges to Investment Arbitration,2.5,True,False
LL6361Z,Complex Arbitrations: Multiparty – Multicontract,2.5,False,True
LL6364V,Principles of Civil Law: Law of Obligations & Property,5,True,False
LL6375,Traditional Chinese Legal Thought,4,False,True
LL6383Z,International Arbitration & the New York Convention,2.5,True,False
LL6387,Regulation of Digital Platform,4,False,True
LL6393V,Liability of Corporate Groups and Networks,5,False,True
LL6396,University Research Opportunities Programme,4,True,True
LL6397,University Research Opportunities Progra,4,True,True
LL6405A,Law of Intellectual Property (a),8,True,False
LL6407,Law Of Insurance,8,True,False
LL6412,Securities and Capital Markets Regulation,8,False,True
LL6433V,Global Data Privacy Law,5,False,True
LL6434V,International Commodity Trading Law Clinic,5,False,True
LL6436V,Family Law and Practice,5,True,False
LL6437V,Law and Democracy in East Asia,5,False,True
LL6438V,Intellectual Property Arbitration,5,False,True
LL6450V,Singapore Legal History,5,False,True
LL6452V,Specialised Topics in Family Law,5,False,True
LL6453V,Fashion Law,5,False,True
LL6454V,Commercial Conflict of Laws,5,True,True
LL6460,"Law, FinTech and the Platform Economy",4,True,False
LL6461V,Compliance and Risk Management,5,True,False
LL6463V,National Arts Council Externship,5,True,False
LL6475V,Law and Practice of Investment Management,5,True,False
LL6481,Trusts Law in the Asia-Pacific Region,4,False,True
LL6483V,Aviation Financing,5,False,True
LLD5002V,Admiralty Law & Practice,5,False,True
LLD5034V,International Regulation of Shipping,5,False,True
LLD5043,Law of Marine Insurance,4,False,True
LLD5054,Domestic and International Sale of Goods,4,False,True
LLD5099,Maritime Law,4,True,False
LLD5140V,Law of the Sea: Theory and Practice,5,False,True
LLD5214,International and Comparative Oil and Gas Law,4,True,False
LLD5322,Trade Finance Law,4,True,False
LLD5396,University Research Opportunities Programme,4,True,True
LLD5397,University Research Opportunities Programme,4,True,True
LLJ5002V,Admiralty Law & Practice,5,False,True
LLJ5004V,Aviation Law & Policy,5,True,True
LLJ5007,Biotechnology Law,4,True,False
LLJ5008AV,Carriage of Goods By Sea,5,True,False
LLJ5008BV,Charterparties,5,False,True
LLJ5009V,Modern Chinese Law & Legal Chinese,5,True,False
LLJ5014V,Construction Law,5,False,True
LLJ5018V,Corporate Tax: Profits & Distributions,5,False,True
LLJ5019V,Credit & Security,5,True,False
LLJ5021V,Environmental Law,5,True,False
LLJ5024V,Indonesian Law,5,False,True
LLJ5029BV,International Commercial Arbitration,5,False,True
