course_code,prerequisite_str
LSM4242,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2232:D
LSM4243,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM2233:D)
LSM4245,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM3235:D)
LSM4251,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM2254:D, LSM3233:D, LSM3258:D)"
LSM4252,COURSES LSM2233:D
LSM4254,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LSM3241:D,LSM3252:D
)"
LSM4255,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM3257:D
LSM4256,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM3233:D, LSM3252:D"
LSM4257,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM2252:D
LSM4259,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (2) LSM1102:D, LSM1105:D"
LSM4260,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2253:D, LSM3254:D"
LSM4261,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LSM3254:D
)"
LSM4262,"COURSES LSM2251:D AND COURSES (1) LSM3272:D, ENV2101:D"
LSM4264,COURSES LSM3254:D
LSM4267,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM3267:D
LSM4268,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM3267:D, LSM3272:D"
LSM4351,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM3258:D
MA2101,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1101R:D, MA2001:D, MA1508E:D, MA1513:D, MA1522:D)"
MA2101S,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1101R:D, MA2001:D, MA1508E:D, MA1513:D, MA1522:D)"
MA2104,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1102R:D, MA2002:D, MA1505:D, MA1511:D, MA1521:D, PC2174A:D)"
MA2108,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) MA1102R:D , MA2002:D , MA1505:D , MA1505C:D , MA1507:D , MA1511:D , MA1521:D )"
MA2108S,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA1102R:D,MA2002:D,MA1505:D,MA1505C:D,MA1507:D,MA1511:D,MA1521:D
)"
MA2116,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1102R:D, MA1312:D, MA1507:D, MA1505:D, MA1505C:D, MA1511:D, MA1521:D, MA2002:D)"
MA2202,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA1100:D,MA1100T:D,CS1231:D,CS1231S:D
)"
MA2213,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) MA1102R:D , MA1312:D , MA1505:D , MA1507:D , MA1511:D , MA1521:D , MA2002:D ) AND ( COURSES (1) MA1101R:D , MA1508E:D , MA1513:D , MA1522:D , MA2001:D )"
MA2214,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1100:D, MA1100T:D, MA1101R:D, MA2001:D, MA1311:D, MA1508E:D, MA1513:D, MA1522:D, CS1231:D, CS1231S:D)"
MA2288,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1101R:D, MA2001:D)"
MA2289,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1101R:D, MA2001:D)"
MA2311,"PROGRAM_TYPES IF_IN UNDERGRADUATE DEGREE THEN (COURSES (1) MA1102R:D, MA2002:D, MA1312:D, MA1421:D, MA1521:D)"
MA3201,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA2202:D, MA2202S:D) AND (COURSES (1) MA2101:D, MA2101S:D)"
MA3205,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA1100:D,MA1100T:D,CS1231:D,CS1231S:D
)"
MA3209,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA2108:D, MA2108S:D)"
MA3210,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA2108:D,MA2108S:D
)"
MA3211,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1507:D, MA2104:D AND COURSES (1) MA2108:D, MA2108S:D)"
MA3211S,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1507:D, MA2104:D AND COURSES (1) MA2108:D, MA2108S:D)"
MA3220,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1104:D, MA1505:D, MA1507:D, MA1511:D, MA1521:D, MA2104:D AND COURSES (1) MA1101R:D, MA1311:D, MA2001:D, MA1513:D, MA1522:D, MA1508E:D AND COURSES (1) MA2108:D, MA2108S:D)"
MA3233,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA2214:D
)"
MA3236,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) MA1506:D , MA1507:D , MA1505:D , MA1511:D , MA2104:D , MA2311:D )"
MA3238,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MA1508E:D, MA2001:D, MA1101R:D, MA1522:D AND COURSES (1) MA2216:D, MA2116:D, ST2131:D, ST2334:D"
MA3252,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) MA1101R:D , MA1311:D , MA2001:D , MA1508E:D , MA1513:D , MA1522:D )"
MA3264,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA1104:D,MA1104S:D,MA1506:D,MA2104:D,MA2108:D,MA2108S:D,MA2221:D,MA1505:D,MA1511:D,MA2311:D
)"
MA3265,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA2108:D,MA2108S:D
	AND
	COURSES (1) MA2202:D,MA2202S:D
)"
MA4203,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA3201:D
)"
MA4207,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA3110:D,MA3110S:D,MA3205:D,MA3219:D
)"
MA4221,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) MA3220:D )
MA4229,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA2101:D, MA2101S:D AND COURSES (1) MA2108:D, MA2108S:D)"
MA4230,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA2101:D,MA2101S:D
	AND
	COURSES (1) MA2213:D,DSA2102:D
)"
MA4235,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA3233:D
)"
MA4251,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) MA3238:D , ST3236:D )"
MA4254,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA2215:D,MA3252:D,DSC3214:D,DSN3701:D
)"
MA4255,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA2213:D, DSA2102:D AND COURSES (1) MA3220:D)"
MA4260,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA2116:D, MA2216:D, ST2131:D, ST2334:D AND COURSES (1) MA3236:D, MA3252:D, DSC3214:D, DSN3701:D, DSA3102:D)"
MA4262,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA3210:D
)"
MA4263,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA2202:D,MA2202S:D
	AND
	COURSES (1) MA3111:D,MA3111S:D
)"
MA4264,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) MA3236:D , MA3252:D , DSA3102:D , DSC3214:D , DSN3701:D AND COURSES (1) MA2116:D , MA2216:D , ST2131:D , ST2334:D )"
MA4268,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA2213:D, DSA2102:D)"
MA4270,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA2213:D,DSA2102:D
	AND
	COURSES (1) MA2216:D,ST2131:D,ST2334:D
)"
MA4271,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1104:D, MA1505:D, MA1507:D, MA2104:D, MA2311:D AND COURSES (1) MA2101:D, MA2101S:D)"
MA5205,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA4262:D
)"
MA5206,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) MA4211:D AND COURSES (1) MA4262:D , MA5205:D )"
MA5208,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA3201:D, MA5203:D, MA5204:D)"
MA5209,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) MA3251:D , MA4215:D , MA4266:D )"
MA5211,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) MA3201:D , MA5203:D , MA5218:D )"
MA5218,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) MA5203:D )
MA5220,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (2) MA3205:D , MA4207:D )"
MA5233,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA3228:D,MA4255:D,MA4230:D
)"
MA5243,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA3236:D
)"
MA5248,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) MA3245:D , MA4262:D , MA4269:D )"
MA5253,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA4247:D)
MA5259,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES MA4262:D)
MA5266,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA2101:D
)"
MA5270,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES MA2116:D, ST2131:D"
ME2114,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) ME2113:D,ME2112:D
)"
ME2135,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) ME2134:D,ME2134E:D
)"
ME2142,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA1506:D
	OR
	COURSES (2) MA1512:D,MA1513:D
)"
ME3211,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) ME2112:D
)"
ME3221,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) ME2121:D
)"
ME3291,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (2) MA1512:D,MA1513:D
	AND
	COURSES (1) MA1505:D
)"
ME4223,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) ME2121:D
)"
ME4226,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) ME2121:D
)"
ME4231,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) ME2134:D,ME2134E:D
)"
ME4233,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) ME2134:D
)"
ME4291,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) MA1505:D )
ME5304,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) ME2135:D)
ME5401,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) ME2142:D, EE3331C:D)"
ME5405,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE3331C:D,ME2142:D
)"
MLE2103,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE2102:D
	OR
	COURSES (1) MLE1111:D
	OR
	COURSES (1) MLE1001:D
	OR
	COURSES (1) MLE1002:D
	OR
	COURSES (1) MLE1001A:D
)"
MLE2104,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE1101:D,MLE2101:D,EG1109:D,MLE1111:D,MLE1001:D,MLE1002:D
)"
MLE3101,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE1101:D,MLE2101:D,MLE1001:D,MLE1002:D,MLE2102:D
)"
MLE3102,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE1101:D,MLE2102:D,MLE1111:D,MLE1001:D,MLE1002:D
)"
MLE3103,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MLE1101:D, MLE2104:D, MLE1001:D, MLE1002:D, MLE2102:D)"
MLE3104,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE1101:D,CM1121:D,CM1501:D,MLE1111:D,MLE1001:D,MLE1002:D,MLE2102:D,MLE2301:D
)"
MLE3105,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE2105:D
)"
MLE3111,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE2101:D,MLE2111:D
	OR
	COURSES (1) MLE1001:D
	OR
	COURSES (1) MLE1002:D
)"
MLE3202,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE1101:D,MLE1111:D,MLE1001:D,MLE1002:D,MLE2102:D,MLE2301:D
)"
MLE3203,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE1111:D,MLE1001:D,MLE1002:D,MLE2102:D
)"
MLE4101,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (4) MLE2103:D,MLE2104:D,MLE2105:D,MLE3101:D
)"
MLE4101A,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (3) MLE2103:D,MLE2104:D,MLE3101:D
)"
MLE4101R,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (4) MLE2103:D,MLE2104:D,MLE2105:D,MLE3101:D
)"
MLE4102,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE2103:D
)"
MLE4102A,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (3) MLE1002:D, MLE2104:D, MLE3111:D, MLE2001:D)"
MLE4201,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE3101:D
)"
MLE4202,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE3104:D
)"
MLE4203,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (2) MLE3104:D,BN3301:D,MLE3202:D
)"
MLE4205,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE2101:D
)"
MLE4206,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (2) MLE2104:D,MLE2105:D
)"
MLE4207,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (2) MLE2101:D,MLE2105:D
)"
MLE4210,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE2105:D
)"
MLE4212,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE3102:D,MLE3203:D,MLE2106:D
)"
MLE4213,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE2104:D
)"
MLE4220,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE2105:D
)"
MLE4221,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MLE2102:D
)"
MLE4228,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MLE2001A:D, MLE2301:D, ME3252:D, BN3301:D, EE3431C:D"
MNO4319,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MNO1001:D, MNO1001A:D, MNO1001B:D, MNO1001C:D, MNO1001D:D, MNO1001E:D, MNO1001X:D, PL3239:D AND COURSES (1) MNO2007:D, MNO2007A:D, MNO2007B:D, MNO2007C:D, MNO2007D:D, MNO2007E:D)"
MNO4329,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MNO1001:D, MNO1001A:D, MNO1001B:D, MNO1001C:D, MNO1001D:D, MNO1001E:D, MNO1001X:D, PL3239:D AND COURSES (1) MNO2007:D, MNO2007A:D, MNO2007B:D, MNO2007C:D, MNO2007D:D, MNO2007E:D)"
MS2216,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MS1102E:D
)"
MUA1102,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1101:D
)"
MUA1108,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MUA1107:CS
MUA1112,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1111:D
)"
MUA1162,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1161:D
)"
MUA1167,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1163:D
)"
MUA1169,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1168:D
)"
MUA1171,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1170:D
)"
MUA1173,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1172:D
)"
MUA1191,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1190:D
)"
MUA1193,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1192:D
)"
MUA2101,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MUA1102:D
MUA2102,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2101:D
)"
MUA2107,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MUA1108:CS
MUA2108,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MUA2107:D
MUA2161,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MUA2162:D
MUA2162,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MUA1162:D
MUA2163,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1167:D
)"
MUA2168,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1169:D
)"
MUA2170,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1171:D
)"
MUA2171,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2170:D
)"
MUA2188,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES MUA1189:D
MUA2190,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1191:D
)"
MUA2191,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2190:D
)"
MUA2193,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2192:D
)"
MUA2196,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1196:D
)"
MUA2240,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1112:D
)"
MUA2241,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES MUA1115:D
MUA2242,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MUA1116:D
MUA2266,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA1163:D
)"
MUA3101,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2102:D
)"
MUA3102,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3101:D
)"
MUA3105,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MUA2163:D)
MUA3107,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MUA2108:D
MUA3108,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MUA3107:D
MUA3116,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2162:D
)"
MUA3161,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2162:D
)"
MUA3162,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3161:D
)"
MUA3163,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MUA2163:D
MUA3168,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2169:D,MUA2162:D,MUA2102:D,MUA2191:D
)"
MUA3170,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2171:D
)"
MUA3172,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3170:D
)"
MUA3177,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES MUA2163:D
MUA3178,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2162:D,MUA2191:D,MUA2102:D,MUA2168:D,MUA2177:D
)"
MUA3189,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3188:D
)"
MUA3190,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3191:D
)"
MUA3191,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2191:D
)"
MUA3195,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3194:D
)"
MUA3201,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2131:D,MUA3117:D
)"
MUA3202,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3201:D
)"
MUA3204,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3163:D,MUA3105:D
)"
MUA3206,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3205:D
)"
MUA3208,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2163:D
)"
MUA3209,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2163:D
)"
MUA3216,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3163:D
)"
MUA3220,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3219:D
)"
MUA3225,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MUA3224:D
MUA3227,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3226:D
)"
MUA3240,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2240:D,MUA2155:D
)"
MUA3241,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2241:D
	OR
	COURSES (2) MUA2242:D,MUA2243:D
)"
MUA3242,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2242:D
	OR
	COURSES (2) MUA2241:D,MUA2243:D
)"
MUA3243,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2243:D
	OR
	COURSES (2) MUA2241:D,MUA2242:D
)"
MUA3261,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3163:D
)"
MUA3263,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3260:D
)"
MUA3264,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3163:D
)"
MUA3265,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3264:D
)"
MUA3266,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA2163:D
)"
MUA4101,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3102:D
)"
MUA4102,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4101:D
)"
MUA4107,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MUA3108:D
MUA4110,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3110:D
)"
MUA4161,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3162:D
)"
MUA4162,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4161:D
)"
MUA4174,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4173:D
)"
MUA4175,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3176:D
)"
MUA4177,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4176:D
)"
MUA4178,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3178:D
)"
MUA4179,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3189:D
)"
MUA4180,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4172:D
)"
MUA4181,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3181:D
)"
MUA4190,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3190:D
)"
MUA4191,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4190:D
)"
MUA4203,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3163:D,MUA3105:D
)"
MUA4205,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4203:D
)"
MUA4208,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) MUA4207:B+
MUA4210,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4110:D
)"
MUA4226,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3227:D
)"
MUA4227,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4226:D
)"
MUA4240,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3240:D
)"
MUA4241,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3241:D
)"
MUA4242,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3242:D
)"
MUA4243,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA3243:D
)"
MUA4310,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4210:D
)"
MUA4340,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4240:D
)"
